Brand,Frame,Head size,Stiffness,Recommended tension,Composition,Power level,Swing speed
Volkl,Power Bridge 10 Mid,93 sq. in. / 600 sq. cm.,Low - 23% (59 RA),50-60 pounds,"DNX, Carbon, Fiberglass",Low,Fast
Volkl,Super G 1,115 sq. in. / 741.93 sq. cm.,Very high - 85% (72 RA),48-58 pounds,"Organix, Carbon, Fiberglass",High,Slow-Moderate
Volkl,Super G 10 (295g),98 sq. in. / 632.26 sq. cm.,Average - 52% (65 RA),50-60 pounds,Organix/ Carbon/ Fiberglass,Low,Fast
Volkl,Super G 10 (325g),98 sq. in. / 632.26 sq. cm.,Average - 52% (65 RA),50-60 pounds,Organix/ Carbon/ Fiberglass,Low,Fast
Volkl,Super G 10 Mid 320,96 sq. in. / 619.35 sq. cm.,High - 76% (70 RA),50-60 pounds,"Organix, Carbon-Graphite, Fibregalss",Low,Fast
Volkl,Super G 10 Mid 330,96 sq. in. / 619.35 sq. cm.,Average - 47% (64 RA),50-60 pounds,"Organix, Carbon-Graphite, Fibregalss",Low,Fast
Volkl,Super G 2,115 sq. in. / 741.93 sq. cm.,Very high - 80% (71 RA),46-60 pounds,Organix/ Carbon/ Fiberglass,High,Medium
Volkl,Super G 3,110 sq. in. / 709.68 sq. cm.,High - 71% (69 RA),46-60 pounds,"Organix, Carbon-Graphite, Fibregalss",Medium-High,Medium-Fast
Volkl,Super G 4,105 sq. in. / 677.42 sq. cm.,Average - 57% (66 RA),46-60 pounds,Organix / Carbon / Fiberglass,Medium-High,Medium-Fast
Volkl,Super G 5,100 sq. in. / 645.16 sq. cm.,Very high - 80% (71 RA),50-60 pounds,Organix/ Carbon/ Fiberglass,Medium,Medium
Volkl,Super G 6,100 sq. in. / 645.16 sq. cm.,Average - 57% (66 RA),50-60 pounds,"Organix. Carbon, Fiberglass",Medium,Medium
Volkl,Super G 7,104 sq. in. / 670.97 sq. cm.,Very high - 90% (73 RA),50-60 pounds,"Organix, Carbon, Fiberglass",Medium,Medium
Volkl,Super G 7 295G,104 sq. in MP,Very high - 80% (71 RA),,Organix/Carbon/Fiberglass,Low-Medium,Fast
Volkl,Super G 8 (300g),100 sq. in. / 645.16 sq. cm.,High - 71% (69 RA),50-60 pounds,Organix / Carbon / Fiberglass,Low-Medium,Medium-Fast
Volkl,Super G 8 (315g),100 sq. in. / 645.16 sq. cm.,Very high - 85% (72 RA),50-60 pounds,Organix / Carbon / Fiberglass,Low-Medium,Medium-Fast
Volkl,Super G 9,98 sq. in. / 632.26 sq. cm.,High - 76% (70 RA),50-60 pounds,Organix / Carbon / Fiberglass,Low,Fast
Volkl,Super G V1 Midplus,102 sq. in. / 658.06 sq. cm.,High - 61% (67 RA),50-60 pounds,"Organix, Carbon, Fiberglass",Medium,Medium-Fast
Volkl,Super G V1 Oversize,110 sq. in. / 709.68 sq. cm.,High - 66% (68 RA),50-60 pounds,"Organix, Carbon, Fiberglass",High,Slow-Moderate
Volkl,Super G V1 Pro,100 sq. in. / 645.16 sq. cm.,High - 66% (68 RA),50-60 pounds,"Organix, Carbon-Graphite,Fibregalss",Low-Medium,Medium-Fast
Volkl,Team Speed Blue,102 sq. in MP,Low - 23% (59 RA),,Carbon/Fiberglass,Medium,Moderate
Volkl,Team Speed Orange,102 sq. in. / 658.06 sq. cm.,Average - 42% (63 RA),50-60 pounds,"Carbon, Fiberglass",Medium,Medium
Volkl,Team Speed Red,102 sq. in. / 658.06 sq. cm.,Average - 42% (63 RA),50-60 pounds,"Carbon, Fiberglass",Medium,Medium
Volkl,Team Speed White/Black,102 in² / 658.06 cm²,High - 66% (68 RA),50-60 pounds,"Carbon, Fiberglass",Medium,Medium
Volkl,V-Cell 10 300g,98 in / 632.26 cm,High - 71% (69 RA),50-60 pounds,VCell/Graphite,Low-Medium,Medium-Fast
Volkl,V-Cell 10 320g,98 in / 632.26 cm,High - 61% (67 RA),50-60 pounds,VCell/Graphite,Low-Medium,Medium-Fast
Volkl,V-Cell 2,115 in / 741.93 cm,Very high - 80% (71 RA),46-60 pounds,VCell/Graphite,Medium-High,Slow-Moderate
Volkl,V-Cell 4,105 in² / 677.42 cm²,High - 66% (68 RA),46-60 pounds,V-Cell/Graphite,Medium,Medium
Volkl,V-Cell 6,100 in² / 645.16 cm²,High - 71% (69 RA),50-60 pounds,V-Cell/Graphite,Low-Medium,Medium-Fast
Volkl,V-Cell 8 285g,100 in² / 645.16 cm²,High - 76% (70 RA),50-60 pounds,V-Cell/Graphite,Low-Medium,Medium-Fast
Volkl,V-Cell 8 300g,100 in² / 645.16 cm²,High - 61% (67 RA),50-60 pounds,V-Cell/Graphite,Low-Medium,Medium-Fast
Volkl,V-Cell 8 315g,100 in² / 645.16 cm²,Average - 57% (66 RA),50-60 pounds,V-Cell/Graphite,Low-Medium,Medium-Fast
Volkl,V-Cell 9,100 in² / 645.16 cm²,High - 66% (68 RA),50-60 pounds,V-Cell/Graphite,Low-Medium,Medium-Fast
Volkl,V-Feel 1,115 in² / 741.93 cm²,High - 76% (70 RA),48-58 pounds,VCell/Graphite,Medium-High,Slow-Moderate
Volkl,V-Feel 10 (300),98 sq. in. / 630.26 sq. cm.,High - 71% (69 RA),50-60 pounds,VCell/Graphite,Low,Fast
Volkl,V-Feel 10 (300g),98 sq. in. / 630.26 sq. cm.,High - 71% (69 RA),50-60 pounds,VCell/Graphite,Low,Fast
Volkl,V-Feel 10 (320),98 sq. in. / 632.26 sq. cm.,Average - 57% (66 RA),50-60 pounds,VCell/Graphite,Low,Fast
Volkl,V-Feel 10 (320g),98 sq. in. / 632.26 sq. cm.,Average - 57% (66 RA),50-60 pounds,VCell/Graphite,Low,Fast
Volkl,V-Feel 2,115 sq. in. / 741.93 sq. cm.,High - 66% (68 RA),46-60 pounds,VCell/Graphite,Medium-High,Slow-Moderate
Volkl,V-Feel 3,110 in² / 709.68 cm²,High - 71% (69 RA),46-60 pounds,V-Cell/Graphite,Medium-High,Slow-Moderate
Volkl,V-Feel 4,,,,,,
Volkl,V-Feel 5,100 in² / 645.16 cm²,High - 71% (69 RA),50-60 pounds,VCell/Graphite,Low-Medium,Medium-Fast
Volkl,V-Feel 6,,,,,,
Volkl,V-Feel 7,104 in² / 670.97 cm²,Very high - 80% (71 RA),50-60 pounds,V-Cell/Graphite,Medium,Medium
Volkl,V-Feel 8 285,,,,,,
Volkl,V-Feel 8 300,,,,,,
Volkl,V-Feel 8 315,,,,,,
Volkl,V-Feel 9,,,,,,
Volkl,V-Feel V1 MP,102 in² / 658.06 cm²,High - 66% (68 RA),50-60 pounds,VCell/Graphite,Low-Medium,Medium-Fast
Volkl,V-Feel V1 OS,110 in² / 709.68 cm²,High - 66% (68 RA),50-60 pounds,VCell/Graphite,Medium-High,Medium-Fast
Volkl,V-Feel V1 Pro,99 in² / 638.71 cm²,High - 71% (69 RA),50-60 pounds,VCell/Graphite,Low-Medium,Medium-Fast
Volkl,V-Feel V8 Pro,100 in² / 645.16 cm²,High - 61% (67 RA),50-60 pounds,VCell/Graphite,Low,Fast
Volkl,V-Sense 1,115 sq. in. / 741.93 sq. cm.,High - 76% (70 RA),48-58 pounds,Graphite/C3 Material,High,Medium-Fast
Volkl,V-Sense 10 295g,98 sq. in. / 632.26 sq. cm.,High - 61% (67 RA),50-60 pounds,Graphite/C3 Material,Low,Fast
Volkl,V-Sense 10 325g,98 sq. in. / 632.26 sq. cm.,Average - 42% (63 RA),50-60 pounds,Graphite/C3 Material,Low,Fast
Volkl,V-Sense 10 Mid,96 sq. in. / 619.35 sq. cm.,Average - 52% (65 RA),50-60 pounds,C3 Material/Graphite,Low-Medium,Medium-Fast
Volkl,V-Sense 10 Tour,98 sq. in. / 632.26 sq. cm.,Average - 57% (66 RA),50-60 pounds,DNX/C3 Material/Graphite,Low,Fast
Volkl,V-Sense 2,115 sq. in. / 741.93 sq. cm.,High - 61% (67 RA),46-60 pounds,Graphite/C3 Material,High,Slow-Moderate
Volkl,V-Sense 3,110 sq. in. / 709.68 sq. cm.,High - 71% (69 RA),48-58 pounds,C3 Material/Graphite,Medium-High,Slow-Moderate
Volkl,V-Sense 4,105 sq. in. / 677.42 sq. cm.,High - 66% (68 RA),46-60 pounds,Graphite / C3 Material,Medium,Medium
Volkl,V-Sense 5,100 sq. in. / 645.16 sq. cm.,High - 71% (69 RA),50-60 pounds,Graphite/C3 Material,Low-Medium,Medium-Fast
Volkl,V-Sense 6,100 sq. in. / 645.16 sq. cm.,High - 71% (69 RA),50-60 pounds,Graphite / C3 Material,Medium,Medium
Volkl,V-Sense 7,104 sq. in. / 670.97 sq. cm.,Very high - 80% (71 RA),50-60 pounds,C3 Material/Graphite,Medium,Medium
Volkl,V-Sense 8 285g,100 sq. in. / 645.16 sq. cm.,High - 76% (70 RA),50-60 pounds,Graphite / C3 Material,Low-Medium,Fast
Volkl,V-Sense 8 300g,100 sq. in. / 645.16 sq. cm.,High - 76% (70 RA),50-60 pounds,Graphite / C3 Material,Low-Medium,Medium-Fast
Volkl,V-Sense 8 315g,100 sq. in. / 645.16 sq. cm.,High - 66% (68 RA),50-60 pounds,Graphite / C3 Material,Low-Medium,Medium-Fast
Volkl,V-Sense 9,98 sq. in. / 632.26 sq. cm.,High - 61% (67 RA),50-60 pounds,Graphite / C3 Material,Low-Medium,Medium-Fast
Volkl,V-Sense V1 MP,102 sq. in. / 658.06 sq. cm.,High - 61% (67 RA),50-60 pounds,Graphite/C3 Material,Low-Medium,Medium-Fast
Volkl,V-Sense V1 OS,110 sq. in. / 709.68 sq. cm.,High - 66% (68 RA),50-60 pounds,Graphite/C3 Material,Medium-High,Slow-Moderate
Volkl,V-Sense V1 Pro,99.5 sq. in. / 642 sq. cm.,Average - 57% (66 RA),50-60 pounds,Graphite/C3 Material,Low-Medium,Medium-Fast
