Brand,Frame,Head size,Stiffness,Recommended tension,Composition,Power level,Swing speed
Wilson,Juice 100L,100 sq. in. / 645.16 sq. cm.,Very high - 95% (74 RA),50-60 pounds,Basalt Fibers woven w/[K]arophite Black,Medium,Medium
Wilson,Juice 100S,100 sq. in. / 645.16 sq. cm.,Very high - 95% (74 RA),53-63 pounds,Basalt Fibers woven w/[K]arophite Black,Medium,Medium
Wilson,Juice 100UL,100 sq. in. / 645.16 sq. cm.,Very high - 80% (71 RA),50-60 pounds,Basalt Fibers woven w/[K]arophite Black,Medium,Medium
Wilson,Juice 108,108 sq. in. / 696.77 sq. cm.,Very high - 85% (72 RA),51-61 pounds,Basalt Fibers woven w/[K]arophite Black,High,Slow
Wilson,K Factor KZero,,,,,,
Wilson,K Six One 95 (18x20),95 in² / 612.9 cm²,High - 71% (69 RA),50-60 pounds,nCoded High Modulus Graphite / Carbon Black,Low,Fast
Wilson,Pro Open 100,100 sq. in. / 645 sq. cm.,High - 71% (69 RA),50-60 pounds,Graphite/Basalt,,
Wilson,Pro Staff 100L,100 sq. in. / 645.16 sq. cm.,Average - 52% (65 RA),50-60 pounds,Graphite/Kevlar/BLX,Low-Medium,Medium-Fast
Wilson,Pro Staff 100L BLX,100 sq. in. / 645.16 sq. cm.,Average - 52% (65 RA),53-63 pounds,Basalt,Medium,Medium-Fast
Wilson,Pro Staff 100LS,100 sq. in. / 645.16 sq. cm.,Average - 42% (63 RA),54-64 pounds,Graphite/Kevlar/BLX,Low-Medium,Fast
Wilson,Pro Staff 6.0 85,85 sq. in. / 548.39 sq. cm.,Low - 38% (62 RA),50-60 pounds,80% Braided Graphite 20% Kevlar,Low,Fast
Wilson,Pro Staff 90,90 sq. in. / 580.64 sq. cm.,Average - 57% (66 RA),48-58 pounds,Graphite/Kevlar/BLX,Low,Fast
Wilson,Pro Staff 95,95 sq. in. / 612.9 sq. cm.,Low - 38% (62 RA),49-59 pounds,Graphite/Kevlar/BLX,Low,Fast
Wilson,Pro Staff 95S,95 sq. in. / 612.9 sq. cm.,Average - 47% (64 RA),54-64 pounds,Graphite/Kevlar/BLX,Low,Fast
Wilson,Pro Staff 97,97 sq. in. / 625.81 sq. cm.,Average - 57% (66 RA),50-60 pounds,Braided Kevlar & Graphite / Basalt Fibers,Low,Fast
Wilson,Pro Staff 97 Countervail,97 sq. in. / 625.81 sq. cm.,Average - 52% (65 RA),50-60 pounds,Graphite braided with aramid + Countervail,Low,Fast
Wilson,Pro Staff 97 Countervail Black,97 sq. in. / 625.81 sq. cm.,Average - 52% (65 RA),50-60 pounds,Braided Graphite,Low,Fast
Wilson,Pro Staff 97 LS,97 sq. in. / 625.81 sq. cm.,High - 61% (67 RA),51-61 pounds,Carbon Graphite,Low-Medium,Medium-Fast
Wilson,Pro Staff 97 ULS,97 sq. in. / 625.81 sq. cm.,Average - 47% (64 RA),50-60 pounds,Carbon Graphite,Low-Medium,Medium-Fast
Wilson,Pro Staff 97 v13,97 in² / 625.81 cm²,Average - 57% (66 RA),50-60 pounds,Graphite braided with aramid,Low,Fast
Wilson,Pro Staff 97L,97 sq. in. / 625.81 sq. cm.,High - 76% (70 RA),50-60 pounds,Graphite,Low-Medium,Medium-Fast
Wilson,Pro Staff 97L BOLD,97 sq. in. / 625.81 sq. cm.,High - 76% (70 RA),50-60 pounds,Graphite,Low-Medium,Medium-Fast
Wilson,Pro Staff 97L Countervail Black,97 sq. in. / 625.81 sq. cm.,High - 71% (69 RA),50-60 pounds,Braided Graphite,Low-Medium,Medium-Fast
Wilson,Pro Staff 97L v13,97 in² / 625.81 cm²,High - 71% (69 RA),50-60 pounds,Graphite,Low-Medium,Medium-Fast
Wilson,Pro Staff 97S,97 sq. in. / 625.81 sq. cm.,Average - 52% (65 RA),50-60 pounds,Braided Graphite/Kevlar,Low-Medium,Fast
Wilson,Pro Staff 97UL v13,97 in² / 625.81 cm²,Average - 57% (66 RA),50-60 pounds,Graphite,Low-Medium,Medium-Fast
Wilson,Pro Staff RF 85 Ltd. Edition,85 sq. in. / 548.39 sq. cm.,Average - 57% (66 RA),50-60 pounds,Braided Graphite,Low,Fast
Wilson,Pro Staff RF97 Autograph,97 sq. in. / 625.81 sq. cm.,High - 66% (68 RA),50-60 pounds,Braided Kevlar & Graphite / Basalt Fibers,Low,Fast
Wilson,Pro Staff RF97 Autograph 2018,97 sq. in. / 625.81 sq. cm.,High - 66% (68 RA),50-60 pounds,Graphite braided with aramid,Low,Fast
Wilson,Pro Staff RF97 Autograph Black,97 sq. in. / 625.81 sq. cm.,High - 66% (68 RA),50-60 pounds,Graphite braided with aramid,Low,Fast
Wilson,Pro Staff RF97 Autograph Laver Cup,97 sq. in. / 625.81 sq. cm.,High - 66% (68 RA),50-60 pounds,Graphite braided with aramid,Low,Fast
Wilson,Pro Staff RF97 v13,97 in² / 625.81 cm²,High - 66% (68 RA),50-60 pounds,Graphite braided with aramid,Low,Fast
Wilson,Six One Team 95 (2012),95 sq. in MP,Average - 47% (64 RA),,Graphite Basalt Matrix,Low-Medium,Moderate-Fast
Wilson,Six.One 95 (16x18),95 sq. in. / 612.9 sq. cm.,High - 61% (67 RA),50-60 pounds,Graphite Basalt Matrix,Low,Fast
Wilson,Six.One 95 (18x20),95 sq. in. / 612.9 sq. cm.,Average - 57% (66 RA),47-57 pounds,Graphite Basalt Matrix,Low,Fast
Wilson,Six.One 95 BLX (16x18),95 sq. in. / 612.9 sq. cm.,Average - 57% (66 RA),50-60 pounds,Basalt,Low,Fast
Wilson,Six.One 95 BLX (18x20),95 sq. in. / 612.9 sq. cm.,Average - 52% (65 RA),50-60 pounds,Basalt,Low,Fast
Wilson,Six.One 95L,95 sq. in. / 612.9 sq. cm.,Average - 52% (65 RA),50-60 pounds,Graphite Basalt Matrix,Low-Medium,Medium-Fast
Wilson,Six.One 95S,95 sq. in. / 612.9 sq. cm.,High - 61% (67 RA),51-61 pounds,Graphite Basalt Matrix,Low-Medium,Medium-Fast
Wilson,Six.One Team 95,95 sq. in. / 613 sq. cm.,Average - 52% (65 RA),47-57 pounds,Graphite Basalt Matrix,,
Wilson,Steam 105S,105 sq. in. / 677.42 sq. cm.,High - 71% (69 RA),57-67 pounds,Basalt,Low-Medium,Medium-Fast
Wilson,Steam 105S Yellow,105 sq. in. / 677.42 sq. cm.,High - 71% (69 RA),50-60 pounds,Graphite/Basalt,Low-Medium,Medium-Fast
Wilson,Steam 96,96 sq. in. / 619.35 sq. cm.,High - 76% (70 RA),50-60 pounds,Basalt,Low,Fast
Wilson,Steam 99,99 sq. in. / 638.71 sq. cm.,High - 76% (70 RA),50-60 pounds,Basalt,Low-Medium,Medium-Fast
Wilson,Steam 99LS,99 sq. in. / 638.71 sq. cm.,Average - 47% (64 RA),54-64 pounds,Basalt,Low-Medium,Medium-Fast
Wilson,Steam 99S,99 sq. in. / 638.71 sq. cm.,High - 71% (69 RA),54-64 pounds,Basalt,Low-Medium,Medium-Fast
Wilson,Steam 99S Yellow,99 sq. in. / 638.71 sq. cm.,High - 71% (69 RA),50-60 pounds,Basalt,Low-Medium,Medium-Fast
Wilson,Surge 100 BLX,100 sq. in. / 645.16 sq. cm.,High - 71% (69 RA),53-63 pounds,Basalt,Medium,Moderate
Wilson,Three BLX,113 sq. in. / 729.03 sq. cm.,Very low - -257% (0 RA),50-60 pounds,Graphite / Basalt Fibers,High,Slow-Moderate
Wilson,Triad Five,103 sq. in. / 664.51 sq. cm.,,,,,
Wilson,Triad Five BLX,103 sq. in. / 664.51 sq. cm.,Very low - -257% (0 RA),50-60 pounds,Graphite/Basalt Matrix,Medium,Medium
Wilson,Triad Three,113 sq. in. / 729.03 sq. cm.,,,,,
Wilson,Triad Three BLX,113 sq. in. / 729.03 sq. cm.,Very low - -257% (0 RA),50-60 pounds,Graphite/Basalt Matrix,Medium-High,Slow-Moderate
Wilson,Triad XP3,113 sq. in. / 729.03 sq. cm.,Very low - -257% (0 RA),50-60 pounds,Graphite,Medium-High,Slow-Moderate
Wilson,Triad XP5,103 sq. in. / 664.51 sq. cm.,Very low - -257% (0 RA),50-60 pounds,Graphite,Medium,Medium
Wilson,Two BLX,110 sq. in. / 709.68 sq. cm.,High - 76% (70 RA),55-65 pounds,Basalt,Medium-High,Slow-Moderate
Wilson,Two BLX 2014,110 sq. in. / 709.68 sq. cm.,Very high - 80% (71 RA),50-60 pounds,Basalt & Graphite Fibers,Medium-High,Slow-Moderate
Wilson,Ultra 100,100 sq. in. / 645.16 sq. cm.,High - 71% (69 RA),50-60 pounds,Carbon Fiber,Low-Medium,Fast
Wilson,Ultra 100 Countervail,100 sq. in. / 645.16 sq. cm.,Very high - 95% (74 RA),50-60 pounds,Countervail/Carbon Fiber,Low-Medium,Medium-Fast
Wilson,Ultra 100 Countervail Black,100 sq. in. / 645.16 sq. cm.,Very high - 95% (74 RA),50-60 pounds,Countervail/Carbon Fiber Graphite,Low-Medium,Medium-Fast
Wilson,Ultra 100 Countervail Reverse,100 sq. in. / 645.16 sq. cm.,Very high - 95% (74 RA),50-60 pounds,Countervail/Carbon Fiber Graphite,Low-Medium,Medium-Fast
Wilson,Ultra 100 Roland Garros,100 in / 645.16 cm,Very high - 90% (73 RA),50-60 pounds,Carbon Fiber Graphite,Low-Medium,Medium-Fast
Wilson,Ultra 100 v3,100 in² / 645.16 cm²,Very high - 90% (73 RA),50-60 pounds,Carbon Fiber Graphite,Low-Medium,Medium-Fast
Wilson,Ultra 100L,100 sq. in. / 645.16 sq. cm.,High - 66% (68 RA),50-60 pounds,Carbon Fiber,Low-Medium,Medium-Fast
Wilson,Ultra 100L BOLD,100 sq. in. / 645.16 sq. cm.,High - 66% (68 RA),50-60 pounds,Carbon Fiber Graphite,Low-Medium,Medium-Fast
Wilson,Ultra 100L v3,100 in² / 645.16 cm²,High - 66% (68 RA),50-60 pounds,Carbon Fiber Graphite,Low-Medium,Medium-Fast
Wilson,Ultra 100UL,100 sq. in. / 645.16 sq. cm.,High - 66% (68 RA),50-60 pounds,Carbon Fiber,Medium-High,Medium-Fast
Wilson,Ultra 100UL v3,100 in² / 645.16 cm²,High - 66% (68 RA),50-60 pounds,Carbon Fiber Graphite,Low-Medium,Medium-Fast
Wilson,Ultra 103S,103 sq. in. / 664.51 sq. cm.,Very high - 85% (72 RA),50-60 pounds,Carbon Fiber,Medium,Medium-Fast
Wilson,Ultra 105S Countervail,105 sq. in. / 677.42 sq. cm.,Very high - 80% (71 RA),50-60 pounds,Carbon Fiber/Countervail,Medium,Medium
Wilson,Ultra 108,108 sq. in. / 696.77 sq. cm.,Very high - 90% (73 RA),50-60 pounds,Carbon Fiber,Medium-High,Medium
Wilson,Ultra 108 v3,108 in² / 696.77 cm²,High - 71% (69 RA),53-63 pounds,Carbon Fiber Graphite,Medium-High,Slow-Moderate
Wilson,Ultra 110,110 sq. in. / 709.68 sq. cm.,High - 71% (69 RA),50-60 pounds,Carbon Fiber,Medium,Medium
Wilson,Ultra 97,97 sq. in. / 625.81 sq. cm.,Average - 47% (64 RA),50-60 pounds,Carbon Fiber,Low-Medium,Fast
Wilson,Ultra Tour,97 sq. in. / 625.81 sq. cm.,Average - 42% (63 RA),50-60 pounds,Graphite,Low,Fast
Wilson,Ultra XP 100LS,100 sq. in. / 645 sq. cm.,Very high - 90% (73 RA),50-60 pounds,Carbon Fiber,High,Fast
Wilson,Ultra XP 100S,100 sq. in. / 645 sq. cm.,High - 76% (70 RA),50-60 pounds,Carbon Fiber,High,Fast
Wilson,Ultra XP 110S,110 sq. in. / 709.68 sq. cm.,Very high - 90% (73 RA),50-60 pounds,Carbon Fiber,High,Fast
Wilson,XP1,110 sq. in. / 709.68 sq. cm.,Very high - 90% (73 RA),50-60 pounds,Carbon Fiber,Medium-High,Slow-Medium
Yonex,Astrel 100,100 in² / 645.16 cm²,High - 66% (68 RA),40-55 pounds,Graphite,Low-Medium,Medium-Fast
Yonex,Astrel 105,105 sq. in. / 677.42 sq. cm.,High - 66% (68 RA),40-55 pounds,"HM Graphite, Vibslayer Carbon, Quake Shut Gel +",Medium,Medium
Yonex,Astrel 115,115 sq. in. / 741.93 sq. cm.,Average - 57% (66 RA),40-55 pounds,"HM Graphite, Vibslayer Carbon, Quake Shut Gel +",Medium-High,Slow-Moderate
Yonex,EZONE 100,100 in² / 645.16 cm²,High - 71% (69 RA),45-60 pounds,M40X/HM Graphite,Low-Medium,Medium-Fast
Yonex,EZONE 100 (285g),100 sq. in. / 645.16 sq. cm.,High - 66% (68 RA),45-60 pounds,"HM Graphite, Hyper MG, Nanometric DR, Quake Shut Gel Air",Low-Medium,Medium-Fast
Yonex,EZONE 100 (300g),100 sq. in. / 645.16 sq. cm.,High - 66% (68 RA),45-60 pounds,"HM Graphite, Hyper MG, Nanometric DR, Quake Shut Gel Air",Low-Medium,Medium-Fast
Yonex,EZONE 100 (300g) Blue,100 sq. in. / 645.16 sq. cm.,High - 66% (68 RA),45-60 pounds,"HM Graphite, Hyper MG, Nanometric DR, Quake Shut Gel Air",Low-Medium,Medium-Fast
Yonex,EZONE 100 Naomi Osaka LE,100 in² / 645.16 cm²,High - 71% (69 RA),45-60 pounds,M40X/HM Graphite,Low-Medium,Medium-Fast
Yonex,EZONE 100+,100 in² / 645.16 cm²,High - 76% (70 RA),45-60 pounds,M40X/HM Graphite,Low-Medium,Medium-Fast
Yonex,EZONE 100+ (300g) Blue,100 sq. in. / 645.16 sq. cm.,High - 76% (70 RA),45-60 pounds,"HM Graphite, Hyper MG, Nanometric DR, Quake Shut Gel Air",Low-Medium,Medium-Fast
Yonex,EZONE 100L,100 in² / 645.16 cm²,High - 66% (68 RA),45-60 pounds,M40X/HM Graphite,Low-Medium,Medium-Fast
Yonex,EZONE 100L Naomi Osaka LE,100 in² / 645.16 cm²,High - 66% (68 RA),45-60 pounds,M40X/HM Graphite,Low-Medium,Medium-Fast
Yonex,EZONE 108,108 sq. in. / 696.77 sq. cm.,High - 61% (67 RA),40-55 pounds,"H.M. Graphite, NANOMETRIC DR, Quake Shut Gel Air",Medium,Medium
Yonex,EZONE 98,98 in² / 632.26 cm²,Average - 47% (64 RA),45-60 pounds,M40X/HM Graphite,Low-Medium,Medium-Fast
Yonex,EZONE 98 (285g),98 sq. in. / 632.26 sq. cm.,Average - 47% (64 RA),45-60 pounds,"HM Graphite, Hyper MG, Nanometric DR, Quake Shut Gel Air",Low-Medium,Medium-Fast
Yonex,EZONE 98 (305g),98 sq. in. / 632.26 sq. cm.,Average - 42% (63 RA),45-60 pounds,"HM Graphite, Hyper MG, Nanometric DR, Quake Shut Gel Air",Low-Medium,Medium-Fast
Yonex,EZONE 98 (305g) Blue,98 sq. in. / 632.26 sq. cm.,Average - 42% (63 RA),45-60 pounds,"HM Graphite, Hyper MG, Nanometric DR, Quake Shut Gel Air",Low-Medium,Medium-Fast
Yonex,EZONE 98 Naomi Osaka LE,98 in² / 632.26 cm²,Average - 47% (64 RA),45-60 pounds,M40X/HM Graphite,Low-Medium,Medium-Fast
Yonex,EZONE 98 Tour,98 in² / 632.26 cm²,Low - 38% (62 RA),45-60 pounds,M40X/HM Graphite,Low-Medium,Medium-Fast
Yonex,EZONE 98+,98 in² / 632.26 cm²,Average - 47% (64 RA),45-60 pounds,M40X/HM Graphite,Low-Medium,Medium-Fast
Yonex,EZONE 98+ (305g) Blue,98 sq. in. / 632.26 sq. cm.,Average - 47% (64 RA),45-60 pounds,"HM Graphite, Hyper MG, Nanometric DR, Quake Shut Gel Air",Low-Medium,Medium-Fast
Yonex,EZONE Ai 100,100 sq. in. / 645.16 sq. cm.,High - 66% (68 RA),45-60 pounds,H.M. Graphite,Low-Medium,Fast
Yonex,EZONE Ai 108,108 sq. in. / 696.77 sq. cm.,High - 66% (68 RA),45-60 pounds,H.M. Graphite,Medium,Medium
Yonex,EZONE Ai 98,98 sq. in. / 632.26 sq. cm.,Average - 42% (63 RA),45-60 pounds,H.M. Graphite,Low-Medium,Fast
Yonex,EZONE Ai 98 Lite,98 sq. in. / 632.26 sq. cm.,Average - 47% (64 RA),45-60 pounds,H.M. Graphite,Low-Medium,Medium-Fast
Yonex,EZONE Ai Feel,102 sq. in. / 658.06 sq. cm.,Average - 57% (66 RA),45-60 pounds,Graphite,Medium,Medium
Yonex,EZONE Ai Lite,100 sq. in. / 645.16 sq. cm.,High - 66% (68 RA),45-60 pounds,H.M. Graphite,Medium,Medium-Fast
Yonex,EZONE Ai Lite (Pink),100 sq. in. / 645.16 sq. cm.,High - 66% (68 RA),45-60 pounds,H.M. Graphite,Medium,Medium-Fast
Yonex,EZONE Ai Lite Pink,100 sq. in. / 645.16 sq. cm.,High - 66% (68 RA),45-60 pounds,H.M. Graphite,Medium,Medium-Fast
Yonex,EZONE DR 100,100 sq. in. / 645.16 sq. cm.,High - 71% (69 RA),45-60 pounds,"HM Graphite,Nanometric DR, Quake Shut Gel",Low-Medium,Fast
Yonex,EZONE DR 100 (285g),100 sq. in. / 645.16 sq. cm.,High - 61% (67 RA),45-60 pounds,HM Graphite/Nanometric DR/Quake Shut Gel,Low-Medium,Medium-Fast
Yonex,EZONE DR 100 (300g),100 sq. in. / 645.16 sq. cm.,High - 71% (69 RA),45-60 pounds,"HM Graphite,Nanometric DR, Quake Shut Gel",Low-Medium,Fast
Yonex,EZONE DR 100 (300g) Blue,100 sq. in. / 645.16 sq. cm.,High - 71% (69 RA),45-60 pounds,"HM Graphite,Nanometric DR, Quake Shut Gel",Low-Medium,Fast
Yonex,EZONE DR 100 Blue,100 sq. in. / 645.16 sq. cm.,High - 71% (69 RA),45-60 pounds,"HM Graphite,Nanometric DR, Quake Shut Gel",Low-Medium,Fast
Yonex,EZONE DR 100 Lite,100 sq. in. / 645.16 sq. cm.,,45-60 pounds,HM Graphite/Nanometric DR/Quake Shut Gel,Low-Medium,Medium-Fast
Yonex,EZONE DR 100+ Blue,100 sq. in. / 645.16 sq. cm.,High - 76% (70 RA),45-60 pounds,"HM Graphite, Nanometric DR, Quake Shut Gel",Low-Medium,Medium-Fast
Yonex,EZONE DR 108,108 sq. in. / 690 sq. cm.,,45-60 pounds,HM Graphite/Nanometric DR/Quake Shut Gel,Medium-High,Medium
Yonex,EZONE DR 98,98 sq. in. / 632.26 sq. cm.,Low - 38% (62 RA),45-60 pounds,"HM Graphite,Nanometric DR, Quake Shut Gel",Low-Medium,Fast
Yonex,EZONE DR 98 (285g) Lite,98 sq. in. / 632.26 sq. cm.,Average - 42% (63 RA),45-60 pounds,HM Graphite/Nanometric DR/Quake Shut Gel,Low-Medium,Medium-Fast
Yonex,EZONE DR 98 (310g),98 sq. in. / 632.26 sq. cm.,Low - 38% (62 RA),45-60 pounds,"HM Graphite,Nanometric DR, Quake Shut Gel",Low-Medium,Fast
Yonex,EZONE DR 98 (310g) Blue,98 sq. in. / 632.26 sq. cm.,Low - 38% (62 RA),45-60 pounds,"HM Graphite,Nanometric DR, Quake Shut Gel",Low-Medium,Fast
Yonex,EZONE DR 98 Blue,98 sq. in. / 632.26 sq. cm.,Low - 38% (62 RA),45-60 pounds,"HM Graphite,Nanometric DR, Quake Shut Gel",Low-Medium,Fast
Yonex,EZONE DR 98 Lite,,,,,,
Yonex,EZONE DR 98+ (310g) Blue,98 sq. in. / 632.26 sq. cm.,Average - 42% (63 RA),45-60 pounds,"HM Graphite, Nanometric DR, Quake Shut Gel",Low-Medium,Medium-Fast
Yonex,EZONE DR 98+ Blue,98 sq. in. / 632.26 sq. cm.,Average - 42% (63 RA),45-60 pounds,"HM Graphite, Nanometric DR, Quake Shut Gel",Low-Medium,Medium-Fast
Yonex,EZONE DR Feel,102 sq. in. / 658.06 sq. cm.,High - 61% (67 RA),40-55 pounds,Graphite/Nanometric DR/Quake Shut Gel,Low-Medium,Medium-Fast
Yonex,EZONE DR Lite (270g) Pink,100 sq. in. / 645.16 sq. cm.,High - 66% (68 RA),45-60 pounds,H.M. Graphite/ Nanometric DR,Low-Medium,Medium-Fast
Yonex,EZONE DR Rally,107 sq. in. / 690.32 sq. cm.,Low - 38% (62 RA),40-55 pounds,Composite Graphite,Medium,Medium
Yonex,EZONE Lite,100 sq. in. / 645.16 sq. cm.,Average - 47% (64 RA),40-55 pounds,"HM Graphite, Hyper MG, Nanometric DR, Quake Shut Gel Air",Low-Medium,Medium-Fast
Yonex,EZONE Xi 100,100 sq. in. / 645.16 sq. cm.,High - 61% (67 RA),45-60 pounds,HM Graphite + X Fullerene,Low-Medium,Fast
Yonex,EZONE Xi 107,107 sq. in. / 690.32 sq. cm.,High - 66% (68 RA),45-60 pounds,HM Graphite + X Fullerene,Medium-High,Medium
Yonex,EZONE Xi 115,115 sq. in. / 741.93 sq. cm.,Average - 52% (65 RA),45-60 pounds,HM Graphite + X Fullerene,High,Medium
Yonex,EZONE Xi 98,98 sq. in. / 632.26 sq. cm.,Average - 42% (63 RA),45-60 pounds,HM Graphite + X Fullerene,Low-Medium,Fast
Yonex,EZONE Xi Lite,100 sq. in. / 645.16 sq. cm.,Average - 52% (65 RA),45-60 pounds,HM Graphite + X Fullerene,Medium,Medium-Fast
Yonex,Limited Edition EZONE 98 (305g) Gold,98 in² / 632.26 cm²,Average - 42% (63 RA),45-60 pounds,"HM Graphite, Hyper MG, Nanometric DR, Quake Shut Gel Air",Low-Medium,Medium-Fast
Yonex,REGNA 100,100 in² / 645.16 cm²,Average - 52% (65 RA),45-60 pounds,"HM Graphite/ Black Micro Core, Namd",Low-Medium,Medium-Fast
Yonex,V-Con 17 OS,107 sq. in. / 690.32 sq. cm.,Very high - 80% (71 RA),50-60 pounds,Graphite,,
Yonex,VCORE 100,100 in / 645.16 cm,Average - 57% (66 RA),45-60 pounds,HM Graphite/2G-Namd,Low-Medium,Medium-Fast
Yonex,VCORE 100 (280),100 sq. in. / 645.16 sq. cm.,High - 61% (67 RA),45-60 pounds,"H.M. Graphite, Naometric XT, Namd",Low-Medium,Medium-Fast
Yonex,VCORE 100 (300),100 sq. in. / 645.16 sq. cm.,High - 71% (69 RA),45-60 pounds,"H.M. Graphite, Naometric XT, Namd",Low-Medium,Medium-Fast
Yonex,VCORE 100+,100 in² / 645.16 cm²,High - 66% (68 RA),45-60 pounds,"H.M. Graphite, Naometric XT, Namd",Low-Medium,Medium-Fast
Yonex,VCORE 100L,100 in / 645.16 cm,Average - 57% (66 RA),45-60 pounds,H.M. Graphite/2G-Namd,Low-Medium,Medium-Fast
Yonex,VCORE 95,95 sq. in. / 612.9 sq. cm.,Low - 38% (62 RA),45-60 pounds,"H.M. Graphite, Naometric XT, Namd",Low,Fast
Yonex,VCORE 95 Red,95 sq. in. / 612.9 sq. cm.,Low - 38% (62 RA),45-60 pounds,"H.M. Graphite, Nanometric XT, Namd",Low,Fast
Yonex,VCORE 98,98 in / 632.26 cm,Average - 57% (66 RA),45-60 pounds,HM Graphite/2G-Namd,Low-Medium,Medium-Fast
Yonex,VCORE 98 (285),98 sq. in. / 632.26 sq. cm.,Average - 52% (65 RA),45-60 pounds,"H.M. Graphite, Naometric XT, Namd",Low-Medium,Medium-Fast
Yonex,VCORE 98 (285) Red,98 sq. in. / 632.26 sq. cm.,Average - 52% (65 RA),45-60 pounds,"H.M. Graphite, Nanometric XT, Namd",Low-Medium,Medium-Fast
Yonex,VCORE 98 (305),98 sq. in. / 632.26 sq. cm.,Average - 52% (65 RA),45-60 pounds,"H.M. Graphite, Naometric XT, Namd",Low-Medium,Medium-Fast
Yonex,VCORE 98 Limited,98 in² / 632.26 cm²,Average - 52% (65 RA),45-60 pounds,"H.M. Graphite, Naometric XT, Namd",Low-Medium,Medium-Fast
Yonex,VCORE 98+,98 in² / 632.26 cm²,Average - 47% (64 RA),45-60 pounds,"H.M. Graphite, Naometric XT, Namd",Low-Medium,Medium-Fast
Yonex,VCORE 98L,98 in / 632.26 cm,Average - 52% (65 RA),45-60 pounds,H.M. Graphite/2G-Namd,Low-Medium,Medium-Fast
Yonex,VCORE Ace,98 in / 632.26 cm,Average - 57% (66 RA),40-55 pounds,H.M. Graphite,Low-Medium,Medium-Fast
Yonex,VCORE Duel G 100,100 sq. in. / 645.16 sq. cm.,Average - 52% (65 RA),50-65 pounds,H.M. Graphite w/Tough G Fiber & Black Micro Core,Low-Medium,Fast
Yonex,VCORE Duel G 100 (300g),100 sq. in. / 645.16 sq. cm.,Average - 52% (65 RA),50-65 pounds,H.M. Graphite w/Tough G Fiber & Black Micro Core,Low-Medium,Fast
Yonex,VCORE Duel G 100 Lite,100 sq. in. / 645.16 sq. cm.,Average - 52% (65 RA),45-60 pounds,H.M. Graphite w/Tough G Fiber & Black Micro Core,Low-Medium,Medium-Fast
Yonex,VCORE Duel G 97 (310g),97 sq. in. / 625.81 sq. cm.,Average - 47% (64 RA),50-65 pounds,H.M. Graphite w/Tough G Fiber & Black Micro Core,Low,Fast
Yonex,VCORE Duel G 97 (330g),97 sq. in. / 625.81 sq. cm.,Average - 57% (66 RA),50-65 pounds,H.M. Graphite w/Tough G Fiber & Black Micro Core,Low,Fast
Yonex,VCORE Duel G 97 (330g) (Wawrinka),97 sq. in. / 625.81 sq. cm.,Average - 57% (66 RA),50-65 pounds,H.M. Graphite w/Tough G Fiber & Black Micro Core,Low,Fast
Yonex,VCORE Feel,100 in / 645.16 cm,Average - 47% (64 RA),40-55 pounds,"H.M. Graphite, Nanomesh Neo",Low-Medium,Medium-Fast
Yonex,VCORE Pro 100 (280),100 sq. in. / 645.16 sq. cm.,Average - 57% (66 RA),45-60 pounds,"H.M. Graphite Black Micro Core, Namd",Low-Medium,Medium-Fast
Yonex,VCORE Pro 100 (300),100 sq. in. / 645.16 sq. cm.,Average - 57% (66 RA),45-60 pounds,"H.M. Graphite Black Micro Core, Namd",Low-Medium,Medium-Fast
Yonex,VCORE Pro 97 (290),97 sq. in. / 625.81 sq. cm.,Average - 57% (66 RA),45-60 pounds,"H.M. Graphite Black Micro Core, Namd",Low-Medium,Medium-Fast
Yonex,VCORE Pro 97 (310),97 sq. in. / 625.81 sq. cm.,Average - 47% (64 RA),45-60 pounds,"H.M. Graphite Black Micro Core, Namd",Low,Fast
Yonex,VCORE Pro 97 (330),97 sq. in. / 625.81 sq. cm.,Average - 52% (65 RA),45-60 pounds,"H.M. Graphite Black Micro Core, Namd",Low,Fast
Yonex,VCORE Pro 97HD 18x20,97 in² / 625.81 cm²,Low - 23% (59 RA),45-60 pounds,"HM Graphite, Black Micro Core, NAMD",Low,Fast
Yonex,VCORE Si 100,100 sq. in. / 645.16 sq. cm.,Very high - 80% (71 RA),45-60 pounds,H.M. Graphite / Black Micro Core / Nanometric,Low-Medium,Fast
Yonex,VCORE Si 100 Lite,100 sq. in. / 645.16 sq. cm.,High - 66% (68 RA),45-60 pounds,H.M. Graphite / Black Micro Core / Nanometric,Low-Medium,Medium-Fast
Yonex,VCORE Si 105,105 sq. in. / 677.42 sq. cm.,High - 61% (67 RA),45-60 pounds,Graphite,Medium,Medium
Yonex,VCORE Si 98,98 sq. in. / 632.26 sq. cm.,High - 76% (70 RA),50-65 pounds,H.M. Graphite / Black Micro Core / Nanometric,Low-Medium,Fast
Yonex,VCORE Si 98 Lite,98 sq. in. / 632.26 sq. cm.,High - 66% (68 RA),45-60 pounds,H.M. Graphite / Black Micro Core / Nanometric,Low-Medium,Fast
Yonex,VCORE Si Team,98 sq. in. / 632.26 sq. cm.,Average - 52% (65 RA),45-60 pounds,H.M. Graphite / Black Micro Core / Nanometric,Low-Medium,Medium-Fast
Yonex,VCORE SV 100,100 sq. in. / 645 sq. cm.,High - 71% (69 RA),45-60 pounds,H.M. Graphite/ Black Micro Core/Nanometric XT,Low-Medium,Fast
